ID,Time_taken (min)
0x3234,34.05873664678679
0xb2be,16.966579918265666
0x7f50,24.253553343523617
0x6fd1,17.85417039516015
0x5a8b,28.095168631724118
0x714d,27.79910532734917
0x4bff,24.24049132063173
0x9925,29.611793427142036
0x6fd6,22.805039381973426
0x2872,21.118582195910225
0x66c,16.085906147762746
0x90f7,27.80220465631886
0xddd,28.69526413384376
0x2a29,33.651166231640836
0x7eb3,22.700062787906646
0x6d17,26.60964138130063
0x7134,21.037227226345955
0xa4f0,25.687923852193155
0x213f,30.05396891672626
0x70e8,27.090827419603514
0x8556,26.7531355064071
0xaae6,31.643403877636
0x9724,18.994220144295788
0x6208,21.73000483134036
0x5164,26.176745997303907
0xa70e,22.42294026532093
0x6afb,27.28688160349969
0xc0f1,27.307971472287623
0x76e4,25.477811233099654
0x3d34,23.448661429722286
0x540c,21.19525796771352
0x83de,19.559135520754214
0xc950,27.00519394299464
0x63ac,19.225345605138703
0x602b,37.89371036933582
0x757e,34.45539291395433
0x31a9,30.228153732222708
0xd9b5,22.852136627200018
0x4175,25.53005130846881
0xd350,28.608701354241582
0x3aa6,24.38629446413483
0x2473,23.868338063393086
0xc94a,21.69142215079821
0x32c9,26.032103954609354
0x986d,27.65270724831078
0x4924,25.770644952422842
0x49c7,46.00909019059809
0x167f,26.65259677532017
0xfb9,26.39325907391824
0x9c99,22.193064182793847
0x28f5,35.198195350316894
0xaaf9,13.936341916468628
0x84b5,22.071059748437197
0x43fb,32.180829229655316
0xc78c,26.398268013053528
0x9159,16.770688600858517
0x61c2,28.535627767904256
0x4fce,31.889095786435835
0xcb2d,31.827218748783462
0x7d38,28.30250803700911
0x897f,17.37171333593103
0x77e6,21.786511480396513
0xadd8,19.416816604695526
0x8ff2,17.51890598525136
0x5d7e,21.486064684604198
0x4722,23.601643054179245
0x9cd8,21.861852521937777
0x1048,24.428938264547348
0x9a3a,29.679324761315975
0x4685,23.547167545451764
0xcb42,16.913479191725344
0xb01c,28.538348978711316
0x2fee,18.18695833312937
0x2a87,20.853494985604662
0x7e10,23.021361236156398
0xb402,19.049009275194965
0x4ccf,20.09589684063497
0xab1f,16.220043650279653
0xd269,21.694852960572604
0x9e50,34.584251718961404
0x1a5f,29.114143513277593
0x9b4,14.68355515778898
0x2e4d,36.85233904502568
0x9fd9,30.390462196769477
0xd79,16.069284945299202
0x709c,24.608820173329594
0x930e,29.89441017080745
0x8d4e,18.62308272337004
0x762,27.550793170960663
0xae5b,21.73713998711663
0x4f12,21.669234134270177
0x298a,21.851106288408577
0x7f37,25.724790999456726
0x3a0a,22.86089801783517
0xc46b,22.737616574823633
0xc65e,21.45834478418107
0x2fa8,23.47615811484051
0x413f,21.06058984536964
0xa1e5,30.44386201844944
0x8448,30.888690323459368
0x4c8,36.80773314918827
0x8fe4,15.015078502064497
0x162f,23.49672597485809
0x8cc9,18.637449178419985
0x77cb,22.776632951365443
0x44d2,16.826766985558283
0x8750,19.20133584858691
0x2fda,17.036725872124595
0x513b,23.129239310645435
0x3e5f,21.715723099951433
0x8abc,34.95195962342629
0x5c05,28.98295115312326
0x5db1,24.114159586049198
0x34e0,23.03577030657838
0xbe30,26.718399386341524
0x69b3,25.841965760766712
0xd73e,14.245470811408545
0x9018,27.205992353332807
0x144c,31.511824548505015
0x8085,31.519822074100755
0xc234,25.687982094176178
0x1c42,20.936717197369223
0xe009,19.29672780400459
0xdc62,27.22999878254122
0xc5d0,35.74756780679898
0x5575,23.759620368630863
0x4859,21.185127872799743
0xc23b,18.7263211242402
0x7e0a,16.79148425890055
0x59d0,31.480461896626363
0xe7e,28.97133573300481
0x4e8b,33.35493815774359
0x3013,24.643382534712984
0x4ff2,30.79881252769693
0x4137,29.174033551657484
0xd82a,21.747212319452146
0x5099,26.799220461179758
0x59c3,22.239950981201243
0x8f41,15.256809399627272
0x818e,18.76331638726568
0xca4a,19.365460685792435
0xbc1c,23.788033190266525
0x8636,24.761107939146
0xb0ae,31.197612117531964
0x7260,21.741335689527766
0x5081,32.42443445437179
0x4007,17.458767968104432
0xa99d,47.18600986069622
0x9432,27.89684083279006
0x8cb7,26.04866728950199
0xa6dc,23.270870020560373
0xd793,23.587412234775307
0x32e3,26.580410893300943
0xb819,23.66539809517019
0xbad3,31.270731512338905
0x7e87,37.841466149390506
0x2fab,23.775114330505648
0x73a9,27.91506419597412
0x70f9,27.062717393131468
0x5644,30.684879321139757
0x1054,18.70896775357327
0x349f,29.19512155343482
0xa51,25.85339654388472
0x76d3,30.099515462031736
0x31d1,21.567765022937753
0x9eee,20.47670294777371
0xdd6b,20.340863529620158
0x6036,22.242786847664494
0xe1b7,15.436579799804527
0xc90d,28.235729133036088
0xe130,18.52124622707874
0xbdf1,36.8006143575483
0x5ac8,21.269548520874125
0x6b26,22.454887167560635
0x3e86,29.40146953045162
0x15e9,31.271683131329016
0xb1e7,19.337780275908088
0xda7a,22.46374452777001
0x1480,31.04139848432664
0x4930,26.001098934864288
0x440b,34.194298548341
0x9745,31.58906499182411
0xb5a7,22.857233705335638
0x7d84,22.422623127998715
0x434c,34.494031660186344
0x77a,21.325912906554873
0x9f29,27.600150784589353
0xcaf8,29.719237820600398
0x224d,31.30656967132849
0x25cc,22.619578267866263
0x31f5,28.63054341876975
0x4558,28.44598396239301
0xb73c,22.481914953312547
0x852a,21.80624192532907
0x7ccb,25.622061267843
0x7bfa,28.25850761414261
0x6fce,27.196921657460976
0x53fb,22.771666382643993
0x1abb,18.32122806958057
0x37ab,34.711850359152535
0x724,36.92834718238242
0x7562,34.035713882601854
0x4bc,27.636114924220774
0x6fb0,26.337562133950385
0x8125,32.18307838790266
0x7ffe,29.15547727550783
0x9777,15.27213238427435
0x1de2,30.628773536641095
0x7b97,29.8286553021326
0x5fec,19.506158853181116
0x4d52,28.862356019096204
0x6a5b,26.220850199932652
0xbe1f,26.036249238043546
0x4c2e,41.79008511646652
0x4926,22.13754716338445
0x8f60,21.75459284040859
0x8976,23.14837222836864
0x69d1,37.52039224130818
0x943e,21.35195501733788
0x6e5e,28.050871578243886
0x13a7,32.345464591746044
0xae96,26.599943816856165
0x808c,30.898798116511117
0x20a8,19.14009648507657
0xce17,28.38169154339429
0x20de,30.109528640892034
0x8e76,22.605798432525425
0x705b,22.811498306978255
0x1bdc,16.475152169842794
0xabdb,18.828221576618937
0xc35a,27.378734363700243
0xc784,24.90594251033685
0xbbbe,20.961474401043922
0x59f5,27.144355703305262
0x8df5,40.3142252770002
0xdb44,29.059372431567542
0x8265,29.791548870023686
0x48f8,24.60296631436098
0xc1d2,19.979149095765877
0x1f28,34.76619763208555
0xb9c0,26.319896295041573
0x3f33,18.964223948132837
0xc767,29.511556962723716
0x7d5,24.911073710888868
0xe8e,28.828233215422674
0x87f8,26.651899829241476
0x1fef,26.734159565334988
0x96e0,19.913045701705002
0x9778,25.527640187265355
0x5b6,22.989884232941154
0x641b,34.39090628897467
0x62c0,20.294920950150832
0x2806,22.63745916824646
0xe110,27.27045361270215
0x9c2c,18.48389029961223
0x3d79,22.52621524280861
0x5367,31.53153683913347
0x57e8,21.72046997083511
0x6e7f,28.537876233369758
0x76ac,29.46350361798265
0x32ba,20.963274994706214
0x99c5,22.928629754122817
0x35df,22.3834924446874
0xaaa0,27.5890183120659
0xa754,24.736513552118407
0x6186,22.753939340503663
0x24b8,21.74452293195809
0x3a14,27.35180556453648
0x12c4,27.03480509566238
0x6eb0,17.36793178057693
0x26f3,33.63372218906302
0x7947,29.34343210799718
0x754a,22.54526598320075
0x59ab,24.086486775516466
0xb5e4,30.679738194956897
0xd4fb,26.760985546870817
0xc9b0,24.214004587053722
0xa0e1,27.156706395555403
0x4c7f,29.77451773339554
0x175c,30.946262242614193
0x53a7,20.863519938622865
0x8e57,46.52614470427261
0x75ca,19.974874444647163
0x67d9,21.882285820670578
0x2ed8,28.636852030022652
0x7c90,23.709201225988345
0x68cc,27.042081250418097
0x5fff,27.247131862069576
0xa19e,38.3801447394129
0x469f,16.22013085160668
0x9047,24.63510471381426
0x3722,34.0349818040334
0xdad8,16.6803275807846
0xa64f,24.785955540683027
0x82b5,27.50284223194961
0xaafc,24.962858757026467
0x51a6,32.8272891563126
0x53c2,23.981831419860423
0x13e4,25.157934938303683
0xc5f4,23.35919622772235
0x88f0,41.397957819592364
0x3165,33.09386783472148
0x2cd2,25.78343194742518
0x1fe8,23.61938457713888
0xa5b7,29.48369129935084
0x5892,29.181450301136515
0xc1ad,29.896482012825345
0x64f1,27.299679483012593
0xc322,28.3988526001292
0x297c,18.150407245121887
0x6b0d,19.674745139289808
0xcd91,22.12887530433619
0x7bef,20.36051424751378
0x255c,53.13428674911594
0xbbe4,24.60380788534823
0x5138,21.95342819062127
0xe2e,25.193706649915942
0x64bc,24.71753170423341
0x3deb,27.04383093507972
0x88e7,26.501178658403397
0x5e32,17.599244071265577
0x8c6,23.404836259486903
0x977b,26.379957599993364
0x28c1,18.127469249718875
0x2796,30.27989183122164
0xcf69,23.50773364000331
0x5940,27.51358876306377
0x443d,27.81703442329511
0x8691,14.806365585223382
0xb1dd,21.530709248766016
0x8458,19.516289017071575
0xc5a5,27.10180958205726
0x8ab,30.590804766318037
0x422f,24.527253588508554
0x2de2,21.614978465032998
0xbd88,25.012637789523826
0x98c3,32.43919846727007
0x7c25,28.542193390935207
0x692d,19.63478723763823
0x239b,29.184692514894397
0x500,44.762342808445126
0x2f0f,23.85988450268065
0x9e02,27.6167803444365
0xd788,20.00875483156509
0x59e0,23.78785492242092
0x4a68,31.856008605737895
0x4cd0,23.14935969873468
0xabc7,22.846172069823645
0xc479,25.8100064246182
0xb130,39.05638761038133
0xbf88,34.221557030607855
0xc7bb,27.845077408828956
0x6ce2,26.444445256720506
0xba0a,27.826590606037513
0x7401,25.012089598191587
0xd2e0,25.625021867278736
0x3af4,20.102530106337646
0x4918,24.706032129173902
0x7137,24.514205921779645
0x8e94,20.45815721336869
0xca05,28.996440182754704
0x5ba8,26.546305344011778
0x2e29,37.65769936118055
0x9f1d,24.44732016632082
0x498b,25.814993737604606
0x461b,29.578913322742277
0xcea5,30.449821686376954
0x47aa,35.971077539899866
0x753f,27.851762270824707
0x996d,21.471687165081377
0xdd79,27.07219211068624
0x56cc,33.30421441271445
0xabcb,27.26162184725271
0xa67e,18.723537611829492
0x8b3,21.578036659040514
0x9161,27.99684048980356
0xa697,21.695687929186047
0x84ac,41.19478859494891
0x99f,27.60521122611824
0x7d4a,30.42495052652374
0x632,28.954535965384014
0x94e8,29.28614721806543
0x11d4,18.46717149570293
0x4542,37.30083203597073
0xb782,38.73955794960889
0x146d,18.142978940805772
0x5e8c,16.326708674866225
0x812c,41.157743317730336
0x9a69,16.513744439383895
0x6f78,29.683073772895376
0x8ce1,20.928281739918173
0x1149,20.635697015819243
0x9572,30.718216086007367
0x953d,23.023311144123635
0x8d2f,19.840617319505057
0xd72c,17.21591821916402
0x1e71,33.45539791597116
0x9431,24.264185118015615
0x53ef,23.216623160685963
0x9ec6,26.54973055347045
0x38ec,28.61672266017339
0x5843,33.49631075694117
0x838d,22.754777777077205
0x7bdf,22.61660426590041
0x4a65,21.341979222940513
0xc7ff,30.875622214522405
0x67ae,19.381432912799433
0xb135,27.013076229014455
0xafe2,35.28208058571617
0x9ed7,32.28855798976485
0x3168,22.40516649904366
0xbb9f,27.476652860851356
0x3746,28.3752328080808
0xc8ed,28.722637885494297
0x3d1c,33.926673944200516
0xb0c2,47.205908862944355
0x1ed2,18.01686953040398
0xb925,20.333675717821137
0xa1e3,38.41249017458772
0xba23,23.62660346668663
0x7e0c,13.572805936234474
0xce2b,25.27919882800557
0x2a0f,29.6517301993894
0x2c43,20.3029094289704
0x13de,18.580075159875065
0x86ff,25.026008709153217
0x5b4a,30.482889183355322
0x4f08,21.001179300426347
0x2bf2,32.314322101877735
0x8419,19.58677237675171
0x85d7,28.65096708595587
0x6a0a,25.825511652190322
0x5f21,28.73336725424051
0x9ac5,24.235338991534856
0x112a,21.890147797219463
0xe1ad,20.01971517724403
0xc60c,18.905355198614366
0xada5,22.02910322788318
0x9d0c,16.813998409500783
0xc9ee,24.68595245641651
0x98b5,22.55984744751989
0x7305,24.722404040080292
0x46c5,17.60410647131638
0x8f9b,29.698621948431892
0x139d,26.73625646292526
0xcaed,26.005583589084498
0x8bd2,31.404217945447957
0xd8c9,24.569321954865483
0x97bb,28.018490172171546
0x7876,30.23312025916939
0x94dc,17.856821367004223
0x3d58,13.924174741676431
0x4370,29.62125997355791
0xdbb4,22.49259305128169
0xb436,24.143957234594808
0x9ace,23.871158913863493
0x60f9,24.839076158648346
0x1a3e,27.921544557441653
0x6d4c,28.11540320959869
0x73a8,19.145160230029585
0xa5b2,25.626373234424758
0xc914,27.590414555383624
0x7501,21.167138187477608
0x65c9,23.786869486386184
0x6a1,26.812593228650133
0xcfb8,16.433974699964132
0x7bf4,21.103830509098522
0xcb1c,25.379620205694483
0x1559,26.6072565315435
0x2143,31.27954342852446
0x291e,25.550218769555467
0xd3b0,28.21344529465416
0x4631,21.573480368924383
0xe17b,27.79720458476094
0xc2d6,23.352323417390608
0xb116,25.22576706900245
0x203b,35.63029808592879
0x33c0,29.418799367884986
0xb553,23.080201457486353
0x7922,31.4357387878406
0xa659,38.49566800173376
0x9970,21.491781650516884
0xd69e,30.014526447262064
0x7dfe,33.13921738237649
0x31cd,27.188430619800606
0xc516,26.665770736165268
0xa115,35.9263862688527
0xca2e,26.682961817216693
0x5ae,24.355697375998925
0x23de,27.825617018062673
0xb1e9,22.405236367989225
0x8f63,24.223362428569207
0xda9a,25.750697347996187
0x6942,24.7894027752383
0x1d43,33.38996569941237
0x95cf,31.82620459997622
0xd2b5,24.770409388696955
0x5e2d,24.5549990528413
0x783b,24.159383656820236
0x4348,25.76573697641909
0xd2a3,32.17857960494587
0x4e3,29.62689784754827
0x6aff,25.4884335202018
0x7388,30.42463585283501
0xc69c,35.82825157534654
0xde11,20.3650254627884
0x92d5,26.07285074602761
0x21df,22.415264160957125
0xd2b1,39.36552048240742
0xa20d,29.103456663305348
0xd4cd,30.44258629504103
0x5f5d,20.456003376285228
0xdd46,24.35452394427036
0x2a11,36.222056475836546
0xc8c0,32.57883405573202
0xc6e3,30.94686809049118
0x22d3,23.49468520218204
0xce27,29.547347979726357
0x30ad,29.273576026499683
0x1173,25.436236255453416
0x10a7,26.81147579554425
0x6f8d,27.29889717152727
0x55a8,22.63475659908437
0x3c7e,16.44849719111755
0x879,27.955837841754008
0x343a,27.41424467087691
0xba17,31.50645578429794
0x19d2,22.58966919088905
0x34e8,28.748253822282432
0xb418,42.04656481194813
0x92f8,24.89609591609751
0x80ed,20.933502168730552
0xdced,23.6318436249437
0x6a02,35.981410428579736
0x8708,25.502660208613804
0x9ad,32.60354088778307
0xa1cd,29.179636519363246
0xc6fd,29.647067300192766
0xa0f8,27.555474803022044
0x3ca2,28.969133302586098
0xb922,16.59592946491867
0xce66,22.300727675705872
0x6847,31.060856839178324
0xb6f3,24.692045553810956
0x1e1b,24.053312090663173
0x6921,28.813591931383375
0x65a2,13.455281997593907
0x572b,19.611972529040315
0x94c2,26.250173619261364
0xdf75,18.919024729908934
0x886,26.679573189911757
0xc12f,23.9521294627238
0x8f37,29.237386207547573
0x9602,27.30522996942932
0x6775,26.526850650348802
0x3d9d,26.491243556538116
0x7e57,24.48636379004372
0x1808,28.185054966542587
0x3baf,21.343711667412663
0xa4ac,29.21240261676618
0x92b0,26.608587111839167
0xcac6,20.322471117005282
0xd226,23.10914605265579
0xde8a,18.551968189838707
0xc506,25.851586002205703
0xb6fe,13.717785013780237
0xb461,14.580889785672916
0x1d59,30.064081359148183
0x96e,30.880407713050293
0x8e3c,17.81666228389032
0x777b,29.82403230409445
0x8523,38.2507308539646
0x4f9,30.0867561447824
0x1c21,34.78496222257613
0x3693,27.65370033562769
0x8ad5,19.91915759389568
0xdf8c,18.77417450045805
0x7a48,34.93819891680085
0x44dd,25.548791572968252
0x4df5,26.359767735801384
0x5efc,25.619950225871836
0x7a2b,34.07365625448029
0x9960,22.420173222420548
0x152d,30.465117298682152
0xa484,27.845015833244503
0xcee4,18.52253965681433
0x667e,29.1980485467286
0x42d9,39.33122639959727
0x34ae,26.489929041747892
0x547a,26.73116497770396
0x8f7b,18.58207560194854
0xa18,29.46643828224289
0xdca5,31.538541158365902
0x7ce,41.82009962505318
0xb28b,27.08180392095546
0xd3eb,29.257456368181263
0x383f,28.176515378580618
0x8fe0,49.679402656769355
0x2d14,24.125503020682324
0x9fef,20.197642819914797
0x82f2,26.363608878569995
0x597,24.858761485321573
0xb030,36.09074655687792
0x75e6,28.92108958535514
0xbdc6,25.619499126992046
0x5403,19.247993828191603
0x125a,20.391205961736652
0xec1,23.506608488231304
0xb937,25.797541181523908
0x826c,20.29644916572185
0x50e0,23.09993041349889
0x627b,22.40806358735577
0x9d64,19.990962919997912
0x748c,17.8862196071809
0x16f6,28.479217627525585
0xd337,21.309785486093638
0x38f9,21.30321045769554
0x45c1,24.066516326055833
0x9cfe,29.723365124596317
0x4079,22.905719832586005
0xca35,19.245516013295507
0x85db,18.28686244382728
0xada1,23.548513670243327
0xa746,22.363443567133654
0x1e62,23.16575769638641
0x6ed0,23.895365351363626
0x3229,23.675102593452106
0x8d5c,21.842216952437298
0xd463,29.698668942988522
0xcaf,31.018519509477148
0x906f,19.27814922552627
0xab74,17.093443528897193
0xbf9f,24.053524800234015
0xd30f,26.38829234296562
0xb3df,19.313363473156965
0x8006,46.83816123724
0xcb67,32.16760090309235
0x95c9,28.304826267996365
0x362e,29.950049179673496
0xb0e9,26.276304130401297
0x7e88,21.277023133480085
0x1e3e,14.439949441643499
0x6557,34.91975259493
0xa89b,14.359298099799489
0xb6c9,27.12070252585655
0xb15d,27.56129804724551
0x9e8,18.335337727711785
0x62f0,22.9628685028587
0x7504,26.81500968981807
0x5f3d,26.45651967687304
0xd760,28.938160358154164
0x6dcc,16.32930292886757
0x90ff,28.639336775694645
0xa8ab,31.611435455570703
0x93fb,38.67654237692327
0x7bc7,19.868790710537795
0x848f,33.271873491951155
0x84e7,25.159424485742083
0x7d35,29.469278521573635
0xd15,27.65765729683026
0x6788,16.355521404704678
0xba04,40.8448364324072
0xd9af,42.553289957471115
0x42af,13.086990372178953
0xb10e,24.555298848525588
0xb8cf,22.841321036200984
0xcd60,27.712433848445926
0x36d8,30.370232017046398
0x7231,19.581365757104965
0xc719,38.708112789125565
0xbaa5,35.72300612142359
0xd4a3,28.37097419036104
0x7589,20.758389040923067
0x7c0f,37.89408946475572
0x1bc7,39.232132312433336
0x31da,27.91933228583447
0x6d73,29.388315765938792
0x2c35,26.571010651879128
0x84c1,28.386488281183937
0x9d53,20.11293896610395
0xb371,39.81153243725907
0xb85a,24.319522618500617
0x574,29.88940762377576
0x5dc5,27.944600430839078
0x5106,21.319633772337266
0xb517,21.50284333668265
0x6c1,20.30436939900549
0x80a6,33.99099480635684
0x21ef,24.8024414339803
0x954,24.37590371376709
0xcc71,30.897221807730727
0x5813,21.520356675788875
0x207e,31.51842556249917
0x6253,24.65002638293958
0x35bd,35.34727101099334
0xc8d6,27.67357408336187
0x9557,34.50100899784541
0x7707,28.719865288374738
0xbe5f,21.789200090408595
0xb242,18.971898086691432
0x958f,19.087882331933585
0x744b,30.64430333784307
0x6947,21.21332958372527
0x2ef2,24.268173948225442
0xbfff,19.38251441025177
0x1a5b,29.03404908348863
0x721c,17.41914430137898
0x1a37,29.630736082817094
0x9a77,23.06281981648731
0x7dbd,24.353115043495947
0x1023,25.37764656613999
0x8170,30.845157878719696
0x9d85,20.23186586094574
0xdd30,10.898175284670295
0x69bf,21.419568974941058
0xd141,21.63911375942014
0x6e58,32.61091696276801
0xa5a8,24.192057139268037
0x2b25,14.579612523958389
0xadbd,19.91136306481806
0xc6e,27.36720649686748
0xdd14,21.57278230814162
0x3427,31.660972199275307
0xce40,33.711792981836055
0x6189,22.22103509022934
0x65af,26.48597343732154
0x3320,25.68702232342132
0x7b48,37.25413007859865
0xb8d9,28.963449204410093
0x1ed8,27.576230049643357
0x3466,31.753507674815335
0x14e4,30.373804372560038
0x72c6,33.02316040912288
0x9adf,30.648608454726894
0x920f,27.68410965630276
0x2010,21.577645439177914
0x211e,30.73123183588024
0xd4a7,20.853564409540713
0x5363,19.91624975156924
0xaf2b,27.231533524254864
0x5ce7,45.76893876741914
0x8a40,34.88299327769661
0xa0d5,29.042162712149764
0xba39,21.277791416615266
0x2a9f,26.643984464266865
0x8706,18.891916858842144
0x1883,16.723159035049648
0xd889,28.156904930730967
0x8087,17.252111850729932
0x25f1,30.10191019474743
0x24a7,24.56859203093276
0x54ab,27.661218100208554
0x91d0,21.576281007249364
0x2c57,26.537829757941914
0x5307,24.229826548427614
0x791e,23.775169610746516
0xdd04,30.58467667381023
0x3273,20.511297628556
0x899e,25.31920030121945
0xb97,31.1242880510492
0x3499,22.303911120262644
0xa796,27.16587791443356
0x86e2,28.702504601979445
0x1d4e,11.295277298280148
0x844a,26.895632159810404
0xb11d,29.56155283704942
0xca3e,29.557809709232856
0xd467,19.297232728654627
0x637e,44.406082209659864
0x2e30,32.53830528955565
0x6f0,28.821315468868512
0x6a7c,24.942842609759687
0x1819,20.365195026186097
0xac95,17.79877335327511
0xdc8,17.95880996799933
0xc1f2,24.317734509026533
0x5101,28.11537961569158
0xd42c,24.213960688410125
0x9513,37.39960295427217
0x98d2,46.72602063240067
0x1484,28.76914343263057
0x66bc,43.802081133556975
0xa70b,24.660276632552296
0x5829,35.74518640594293
0xd232,23.323858817333363
0x180d,27.37216191790396
0x88ea,26.04541249361234
0xcdcf,28.350625485865635
0x5bdd,35.51314876214413
0x62a,38.967965231720896
0xb5b2,21.347678433758357
0xae9,20.287151898996157
0x956,30.04266232664631
0xdf55,18.631471262252255
0x7d3,34.294574835138334
0xb55,27.263623631984032
0xd857,18.8194832214575
0x553d,28.766012048649895
0x7f05,27.03980690197022
0x13e3,23.114577087147723
0x3998,20.783875958349494
0x610f,20.02243672959837
0x5ed4,26.78247306534698
0x9c55,18.34826721718596
0x2e68,27.395341854855836
0x7bc9,25.094134960357714
0x21ee,26.678295536400487
0x82d6,23.209817938876288
0x382a,37.79125332029969
0xc609,27.0163515019374
0x7df0,31.508107866594397
0xc14e,18.316458224822654
0x5e96,26.85803227623619
0x1bb7,32.32178472632636
0xb5e9,32.277835843192435
0xc742,19.761941607940212
0x96af,16.577240803066935
0x7771,36.2935218573466
0x85a,20.73600377440708
0xc5e1,28.124636918841343
0x2975,30.16763898902208
0xb1cf,24.18207502561812
0x324b,13.70564605617281
0x750d,26.428987673947457
0x543c,20.250585894258084
0x844e,15.364061994222986
0x3fa5,23.986745294786694
0x312f,28.188291083460108
0x1fe1,16.37906756756162
0x49fc,28.328384732149416
0x8217,29.911432510495374
0x3aa5,34.35530055848611
0x424a,24.274319265878635
0x9ab6,36.90055936741361
0xd0a8,21.7359786525043
0xc81f,21.691813603367248
0x765e,40.2144643251816
0x4829,33.19090907685574
0xa81,13.181090286466642
0x94cd,30.936430944814642
0xd6e9,13.094191725293825
0x6509,15.309688564893186
0x391a,30.434434609655973
0x8023,20.871216308481543
0xb21e,29.400529087999224
0x53c0,26.93783254991407
0x7233,15.73674360746761
0x465c,24.063552941900873
0xc3d7,32.533486267428735
0xac5f,18.22581126983442
0xd3a2,18.763001567810047
0xae41,27.487729638345378
0x77b0,37.469811895989764
0x7ebb,27.98043093194398
0x7990,27.92182603456921
0x9c03,21.54965801787219
0x668a,21.176057578969775
0x5338,32.9079604734985
0x1b89,26.978956764296946
0x52de,31.871684170252724
0xfc5,30.56851944597106
0x3472,24.197671574923486
0x939f,36.20479014474979
0xdf9e,20.946700381822943
0xa3ed,20.963744743760344
0x3207,34.35140450410704
0xae8,29.111737967996802
0xcd0c,25.451748953229064
0x4827,26.561640544389068
0x7398,20.934515037162168
0x580f,25.306652667500362
0xd00b,30.36361973866172
0xd0c0,21.130499408284166
0x6342,56.619824522695296
0x332e,24.779172150637027
0x86a5,22.33789426729112
0x9caa,18.460536444679718
0xc484,26.031865447057907
0xce7e,23.964228502119806
0x9072,18.27957906422486
0xb003,27.469475784011006
0xb3b3,23.510214232691414
0xb159,26.57058949008824
0x53db,30.82860859524444
0x61cd,21.85242528718886
0xbc0,28.825349798632686
0x1117,23.754901883283964
0xd097,32.060791202095466
0x521a,27.317567824824934
0x7a7c,39.69775344400095
0x9338,25.874932327351733
0x8bb7,27.706676677816755
0x69b7,20.672433488231608
0xa244,15.961672925592808
0x2061,34.21648798986058
0x9964,21.54825695316632
0x5707,20.709397725144644
0x2cc3,27.846190354999592
0x1bd8,20.323421566470266
0xd00a,21.763607274181407
0x456,24.179922200784105
